overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,True,"05 28, 2013",A1R708SD724600,1935009311,,Amazon Customer,Bought this for my mom....she says that it is very bright and she loves it. The clip is tight too.,Great,1369699200,
5.0,2,True,"01 19, 2013",A2BVFEEK7TMONT,1935009311,,Mark Rushton,I looked at many book lights and ended up buying this one. I am very pleased. It has uniform light distribution and the clip works well. It is light and simple.,Great Little Light!,1358553600,
5.0,,True,"11 22, 2015",ATW0ZY70GL0HD,1935009036,,J. Carlin,It was what I expected and very useful.,Five Stars,1448150400,
3.0,,True,"11 16, 2015",A3DBBTV3L5V90O,1935009036,,JDTinOR,"This light goes from Mighty Bright at 3 inches over the page to ""Not So Bright"" when you get farther than that.  The power of the beam diffuses very quickly. I will read by it if there is no other light source, bu
t it is very strained and having to have the light so close to the page makes the head of the lamp continually get in the way.  A decent product, but surely not great.  I needed to buy a different flexible clip lamp.",Of marginal value,1447632000,
2.0,,True,"11 14, 2015",A36A8K3TOANV6N,1935009036,,Amazon Customer,"the light shines through the blue cover, too distracting.  Black one's are fine.",Black one's are fine.,1447459200,
5.0,,True,"10 26, 2015",A2HVBC4PJYDVNQ,1935009036,,Roger Spiegel,It was a gift and the person I gave it hasn't said there were any problems,Five Stars,1445817600,
5.0,,True,"10 13, 2015",A2QTOTWE5ZRCZK,1935009036,,Bamboochik,My hubby uses this little dynamo light to color by and he loves it. Amazing light output and so adjustable!!!,Great Little LIght,1444694400,
4.0,,True,"09 4, 2015",A1JAW1VOE4S68D,1935009036,,Amazon Customer,"excellent, light weight book light with good adjustability.  I gave it 4 stars because it's almost TOO bright and sometimes bothers my husband when he's trying to sleep in the same bed next to me.  I ordered the Kotek led lamp next because it has 3 settings AND a USB charger.  But it's bigger than the Mighty bright and a bit heavier as well.  So the MB will be packed when I travel.  Both good little lamps.",Nice little light,1441324800,
5.0,,True,"09 2, 2015",A3QGF4E4YE4VS1,1935009036,,Richard M Clark,My wife uses this all the time,Five Stars,1441152000,
5.0,,True,"05 20, 2015",A1ZPT28NRQPOAI,1935009036,,Kathryn J Callahan,great!,Five Stars,1432080000,
5.0,,True,"05 11, 2015",AHJQA7TTF5BFC,1935009036,,A. Ade,"I am a constant reader so having a book lamp is important and I really like this one. Not heavy so its perfect for paper backs and hardbacks.

The level of light given off is awesome too. Buying as gifts.",YAY!,1431302400,
5.0,,True,"04 7, 2015",A1V7KTKX9KI3RE,1935009036,,Yachky,It keeps my kids reading in bed at night.  What's not to like.,Great so far.,1428364800,
5.0,,True,"03 4, 2015",AYLYNDOZ0NALY,1935009036,,EMM,Perfect little clip on light.  Not that bright but does not cause eye strain either.  Stays put once clipped.,Perfect little clip on light,1425427200,
4.0,,True,"02 3, 2015",AF5O5M0R2IA90,1935009036,,S,Bought this for my daughter for Christmas.  She loves it. Works great.,Great Product at a reasonable price.,1422921600,
5.0,,True,"01 31, 2015",AGR8Z2MPL1S9F,1935009036,,L  Bailey,perfect!,perfect,1422662400,
5.0,,True,"12 26, 2014",AE9GDCKYO8D45,1935009036,,RedSonja,"I use this every night.  Works great, doesn't run through batteries, flexible and durable.  Would recommend.",Great product,1419552000,
5.0,,True,"12 6, 2014",A3N74F2A1D6N65,1935009036,,Amanda N Sayres,The little light is very bright and white. The flexible neck is perfectly bendable and stays in place where you put it. I think it's great. Definitely recommend.,Bright light!,1417824000,
4.0,,True,"11 21, 2014",AMIYL4R7T4K1G,1935009036,,Binkymcstinky,"Very happy with this light. Comfortable to read with and the neck flexes to where ever I need it to go. However, I don't think the on/off switch will survive long, as it has already come off once.",Happy with this product.,1416528000,
5.0,,True,"11 3, 2014",AVFKYFD3CH96E,1935009036,,mrsboone4,"I'm a bookaholic.  I go thru more books and reading lights than you could ever imagine.  This is the best book light!  I can position it right where its needed.  I don't use the clip much--maybe  just to clip it to a blanket or mini blinds....  It takes batteries, and its led, so it doesn't suck the life right out of your batteries. AAA+++++++++",Bookaholic!,1414972800,
5.0,,True,"10 22, 2014",A3NVNQKRN4X3AW,1935009036,,Dr. Ls Headding,Replaced my eight year old grandchild's flashlight.  Anything that encourages a child to read books is well worth its price.,Well worth its price,1413936000,
5.0,,True,"05 1, 2014",A2OXGAQF8ZKWF1,1935009036,,Brian Nguyen,It is affordable and the quality is supper. I've bought several lights for each car I have so my kids can read when we're on a trip. Thanks!,Great product,1398902400,
5.0,,True,"04 24, 2014",A1EEFMMUG56MA3,1935009036,,M1ck,This thing is BRIGHT! It has such a long range that i don't even need to turn on my light when i read at night. I am VERY glad i bought this instead of the junk at walmart,Fantastic. Simply fantastic!,1398297600,
4.0,,True,"04 12, 2014",A28BZVYFT0M6EZ,1935009036,,Buddha-head Steve,"Clip works great, I gave this to my 8 yr old grand kids so they could read before falling asleep.","Great little light, better if it were cheaper!",1397260800,
5.0,,True,"02 28, 2014",A3AUSHGCPIEB6P,1935009036,,chojnackys,"This item was a great choice for me. I am a college student who (obviously) stays up all night reading textbooks and doing homework. I like to read books at night, but I hate having my bedroom light on, because it makes my head hurt. Not to mention the fact that I have to get up in order to turn the bedroom light off when I am done reading. Having this book light makes it simple to read and then go to bed right after. Xtraflex is light but sturdy. The actual light on it is really bright and is large enough to read both pages on a textbook. I have nothing negative to say, besides being upset at the fact that I did not get one sooner. I would definitely recommend this item to people who enjoy reading at night and those (like me) who read and do homework in their bed (like me) at night,",Night time reading!!,1393545600,
5.0,,True,"02 12, 2014",A3488Y6IJWPCZ7,1935009036,,DCDave,"Bought for wife. She said that she loves it.  The light lights up the entire page of whatever you are reading. Very pretty color. Wish it had two light settings, but it just has one. The clip and the flexible neck work great so far. Very happy",Great little light,1392163200,
5.0,2,True,"01 22, 2014",AV6PQJB56UWZC,1935009036,,M Hall,"The light is a strong steady beam with a good spread of light.  The long serpentine neck is made of metal, and it feels solid as you move it through different positions.  Finally, the clip itself is very sturdy, and I have had no problems with its grip and durability.",Bright and sturdy,1390348800,
5.0,,True,"01 19, 2014",ACPPRYMDKYFSH,1935009036,,Silverwing,"This book light works very well for nighttime use when reading during a blacklight, under your covers, camping, traveling in the car, or any other dark scenario. The batteries are easy to find, the LEDs are quite bright, and the clip fastens right onto the last few pages of your book (or anywhere you want to clip it). Plus the flexible neck is great for getting the right angle on each page.",Very effective and simple book light,1390089600,
5.0,23,True,"01 8, 2014",A1EMN4T3ROJDOO,1935009036,,Karen E. Koch,"I spent hours researching before I bought this light. My son requested a good book light for Christmas. We have had all sorts of book lights in the past, some bad and some horrid. This one turned out to be as good as I had hoped. This little unit puts out alot of light and the clip seems very substantial. The flex neck is a good length and bends smoothly. Some, in the past, have felt 'crackly' when bending like the wires were snapping in the neck, this one doesn't feel like that. The batteries last a long time but just in case I bought the ac adapter too. In fact, I chose this one, in part, because there was an ac adapter available for it.",Very Good Book Light,1389139200,
3.0,,True,"10 30, 2013",A29AX4IB7BJWFZ,1935009036,,Douglas,I have a amazon kindle and it is a little bit heavy and will fall off every once in a while. But the light is very bright and works well. i got it mainly for a plane right worked great for that but i believe the light would be a little to bright if someone was trying to sleep next to you.,A bit heavy,1383091200,
5.0,,True,"08 25, 2013",A1DZ2MHICBL5YT,1935009036,,indycat,"Nice and bright, I bought three, one for each of my sons. Sturdy. The first set of batteries are still going nice and bright.",Great Quality,1377388800,
2.0,3,True,"03 10, 2013",A3PO0PD1O2CXU9,1935009036,,Ken W,The quality is good on this item and I think it will last a while but the light generated is very lacking.  I find that I need to keep the bulb within 3 or 4 inches of my book for it to be helpful.  It's a very dim light and not bright at all.,Cool item but very little light,1362873600,
4.0,14,True,"02 19, 2012",A1E65NW8NFVQZH,1935009354,,Amazon Customer,"I bought this TravelFlex as well as the Mighty Bright Xtraflex 2 LED book light. I liked them both, but I give the edge to the TravelFlex.  Both devices use bright and efficient LED lights.  The light color is a bit blueish (as with all LEDs that I've seen), but both provide plenty of light for reading in the dark (and they double as flashlights in a pinch).  Both devices clip on to the top edge of your book or Kindle and have flexible necks that allow you to position the light in such a way as to illuminate the whole page without glare.

Now for the differences: The XtraFlex has two brightness levels instead of one, but I did not find that I needed the brighter setting.  The XtraFlex also has a sturdier clip that is less likely to slip off of the book or (especially) a Kindle.  I found that the TravelFlex clip was adequately secure on my Kindle Touch, but I could knock it loose if I wasn't careful.

The TravelFlex beats out the XtraFlex, however, because of its size and weight.  I tend to hold my book or Kindle with one hand at or near the bottom edge.  The book therefore acts like a lever, magnifying the force exerted by the weight of the reading light.  I found that the XtraFlex, with its three batteries, made holding my book less comfortable than the TravelFlex, with its single battery.  The XtraFlex is especially difficult to use with a paperback book because it tends to cause the pages to bend backwards.  The TravelFlex is also smaller and sleeker, making it easier to carry along.","Small, light, and bright",1329609600,
5.0,,True,"09 17, 2011",A1QHY4SNV6RZBT,1935009354,,Amazon Customer,"This light works very well with the Kindle leather case I received not too  long ago. I especially like that the battery is simple to replace, unlike those that use watch batteries that burn out pretty quickly.",Just what I was looking for...,1316217600,
4.0,,False,"02 9, 2011",A35N8SIN21XAZL,1935009354,,Kelso,This seems to be a good little light for my kindle.  The battery seemed to run out fast that came with it so we will see how a new battery lasts in it.,Good Little Light!,1297209600,
5.0,,True,"05 13, 2012",A3C4GJREDWZWKE,1935009036,,C. O&#039;driscoll,This nice light works very well on all of my books and even on my Kindle.  It is easy to position and makes reading at night a breeze.,Very nice light,1336867200,
3.0,5,True,"04 24, 2012",AXYHVSIMZAYLD,1935009036,,C.L. Rowekamp,"Nothing against the Mighty Bright Blue but I've never had a portable reading light before, and probably never will again.  I find the LED light to be annoying, I keep having to bend the neck back and forth going from page left to page right, and honestly it just gives me eye strain and makes me want to go to sleep.  So, as a sleeping aid I would give it 5 stars.  But as a reading light I only gave it a 3.  I've had it for several months now and from the beginning the little light flickers when I have to bend and move the adjustable arm.  Just not for me, but as I said I have nothing to compare it to.",My tired eyes,1335225600,
3.0,43,True,"03 29, 2012",AOP41SVJTXNBN,1935009036,,Velvet Marmoset,"The description for this item, when I ordered it in March 2012, said ""XtraFlex 2 LED Light! Two Super LEDs in one head give you the lighting power of 6 normal LEDs. You have the option of using one or two of the Super LED lights with just a simple tap to the sensor switch...."" -- yet I received a regular Xtraflex, with only a single LED.  I have one Xtraflex 2 already and prefer it -- it has a push button switch that you hit once for  both LEDs, twice for just one.  This light has a sliding switch that feels poorly made, and only one brightness level.  Thankfully, Amazon issued a full refund.  Perhaps I should have suspected this item was described incorrectly when I noticed all the other Xtraflex 2 lights listed on Amazon seemed to be more expensive than this one.","Not Xtraflex 2 as described, just plain ol' Xtraflex single LED",1332979200,
4.0,,True,"03 25, 2012",A221AS3L4TBTOH,1935009036,,David McIntosh,"The kids use it in the car to read.  They clip them on the seat ahead of them and shine it down on their books.

Just wish it had a lo/high setting.",Kids like them,1332633600,
5.0,,True,"03 10, 2015",A5SITKWT956JT,1935009354,,Jim,Came as pictured and is perfect brightnes for reading.,Works great,1425945600,
5.0,,True,"01 14, 2015",A26SG7UQOZEHOT,1935009354,,Rudy,light has lasted a long time with a 5 yr old and 7 yr old,good quality reading light,1421193600,
5.0,,True,"01 2, 2015",AN55PMCSLFRVS,1935009354,,Some guy in Oregon,"This is a great little light.  The lens spreads the light very evenly, making for a pleasant reading experience.",Great little light.,1420156800,
5.0,,True,"12 15, 2014",A3TE440KPKRSL5,1935009354,,kgilland,"I have had of these book lights for years and its great. Bright. Battery lasts a long time. Easy to clip to book and position of the light. The light will illuminate the whole page on paperback and medium size books, but on larger book you might nee to move it around some.
Well-made product. Sturdy. I highly recoomend",LOVE IT. Highly reccommend.,1418601600,
5.0,,True,"05 20, 2014",ANLSDRUVONW53,1935009354,,Carol R,"After carefully looking over all the options on amazon I choose this book light based on reviews, price, and convenience. It is not too bright, but bright enough to read perfectly. The clip works good to mount the light onto any book. The bendy part is very flexible and stays put. Lightweight and easy to travel with. Battery lasts a long time. Would buy it again.",Works great! Good value!,1400544000,
5.0,,True,"04 8, 2014",A35DS5BQ9UZ9TI,1935009354,,Big Tony,"Arrived in great condition, and did the job.  New in the box and ahead of time.  I think I will get some reading done now.",Nice light,1396915200,
5.0,,True,"04 7, 2014",A1D5KBA0731KUZ,1935009354,,Athena,I like that it came with a battery. It's light weight yet powerful. My kids love to play with it! I find that it's a tad too bright to read in bed when I share the bed with them but other than that it's great.,Good profuct,1396828800,
5.0,,True,"03 5, 2014",ASJY0KL48EJVZ,1935009354,,Madisen,Its adorable and works really well. Shipping was fast. It is bright enough to see my whole book. No issues here. Would recommend to anyone. I use it every night when reading and it doesn't hurt my eyes.,I love this thing,1393977600,
5.0,,True,"07 29, 2013",A17UDMQKST2KGF,1935009354,,Dennis S.,"She likes to read herself to sleep and I like to keep electricity costs down - this was the perfect solution for us. Plus, it's pink. Win-win.",My daughter loves this,1375056000,
5.0,,True,"05 21, 2015",A3O5NOA0M0KFKN,1935009338,,Rachel Payne,This is a great little LED book light.  Easy to use and clip on to things.  The on/off switch is on the light head.,Great little light,1432166400,
4.0,,True,"05 3, 2015",ANSX333SYE382,1935009338,,ronald culhane,clips could have been bigger but it works,Four Stars,1430611200,
5.0,,True,"04 11, 2015",A6FO090D3B9JM,1935009338,,Sarah,Works well for my older kindle keyboard that doesn't come with a light.  It hooks on and bends the way I need it to in order to light up the kindle.  Pretty purple color.,Kindle book light,1428710400,
5.0,,True,"12 15, 2014",A3TE440KPKRSL5,1935009338,,kgilland,"I have had of these book lights for years and its great. Bright. Battery lasts a long time. Easy to clip to book and position of the light. The light will illuminate the whole page on paperback and medium size books, but on larger book you might nee to move it around some.
Well-made product. Sturdy. I highly recoomend",Love it. Highly reccommend.,1418601600,
4.0,2,True,"09 18, 2014",AR01C3SYL0MTP,1935009338,,Ozziesgirl,"This is a pretty good book light; not that I have had others to compare it to. The light is bright, and it spreads out over the page well enough that you don't need to adjust it very often. If you are reading in a room with some other light, it is great. In the total dark, you do end up with corners of big books that the light doesn't really get to. The clamp is a little weak. I bought the next model up in price for my daughter, and it has a stronger clamp that grabs the book a lot better. If I ever replace this one, I'll probably upgrade. But overall, just fine for the money.",Not Too Shabby,1410998400,
4.0,,False,"09 7, 2014",A2QE2MMJGGDUQT,1935009338,,T. Stansmore,"Got this one cause it takes AAA batteries which are easier to find than those tablet batteries.  It could be slightly brighter, to be honest, but it's good enough.",What I expected,1410048000,
5.0,,True,"07 29, 2014",A30IXG7LETFRS3,1935009338,,Alex Dourov,My wife loves it and I love it more - because it has a nice direct spot light effect instead of a flood light effect - so it does n,My wife loves it and I love it more,1406592000,
4.0,,True,"06 1, 2014",A1VJCR1AJRFJJ7,1935009338,,Ren H,"This light is hands down brighter than the other 3 I've purchased and I really like that it uses simple AAA batteries as opposed to hard to find 'button' batteries.
Clips on and holds well and is easy to direct the light.",Bright!!,1401580800,
5.0,,True,"04 8, 2014",A35DS5BQ9UZ9TI,1935009338,,Big Tony,"Arrived in great condition, and did the job.  New in the box and ahead of time.  I think I will get some reading done now.",Nice little light.,1396915200,
5.0,,True,"02 13, 2014",AOXOYP1N7MIJL,1935009338,,Debbie Bliese,"Even though I have an eReader, I have a friend that gives me her paperback and hardback books after she is done reading them.  This product is wonderful for that late night reading that we all tend to do when the book just can't be put down.  I would highly recommend Mighty Bright!",Very nice product.,1392249600,
5.0,,True,"01 2, 2014",A3I3YR0218ZNJA,1935009338,,Juan R. Rosario,"Excellent quality! Shiny led light, slim and pretty. My wife love it! I recommend it for reading books on the bed.",Excellent Product!,1388620800,
5.0,,True,"11 16, 2013",A34VOUHWJS0ACU,1935009338,,Peg,This light is perfect for use with my Kindle.  I can't believe how bright it is. It's made way better than you would think for the inexpensive price.  I also like that it uses only one AAA battery instead of a lithium.,Excellent Light for the inexpensive price,1384560000,
5.0,,True,"11 16, 2013",AK6FTDBW6WCLC,1935009338,,Kathy A. Pippig,"If you want a book light to use when reading in the dark or low-light, I recommend the Mighty Bright TravelFlex Book Light. It is reasonably priced, well-made, light and small, easily positioned over a book page or Kindle display screen, attaches quickly and securely, the light is bright and the battery life is exceptional. And, it comes in several appealing colors. I have four of them - one I keep in my purse, one in my camping and vacation satchel, one in the living room, and one in the bedroom.",The Best Book Light I Have Found,1384560000,
4.0,,True,"10 24, 2013",A3NSUMA0PARMPC,1935009338,,Dar,This light works well.  It is light weight and it is flexible.  I can see both sides of the pages without having to adjust it as I have with other book lights.,Works well,1382572800,
5.0,2,True,"06 27, 2013",A3NXJDNTQK2YJL,1935009338,,Andy in Washington,"I already own another one of these, and was having a problem. Quite a bit of my reading is fairly large format (textbook sized) volumes. Reading these was frustrating, because it was just never possible to get the light adjusted to illuminate all four corners.

It only took a few months of cursing for me to finally realize that the solution was as simple as adding a second light to the mix. I still connect them both to the right side book cover, but just aim them at different pages. Voila- no more dark spots.

A few other thoughts after a few months of use:

=== The Good Stuff ===

* The wand could be just a little bit longer-maybe 1/4 to 1/2 inch. Also after a few months it begins to lose some of its stiffness, and will start to droop out of the way after an hour or two of reading. To be honest, I don't mind all that much, it serves as a signal to take a break. I suspect it will get worse and eventually need to be replaced.

* Haven't really measured battery life, but an extra AAA battery seems to get me through all my business trips, which is really the only metric I care about.

* I finally found a small container that holds these things just fine so they don't get banged up in my bag. I found it at an artists supply store-it is a container designed for large paintbrushes.

* The switch drives me nuts- I always seem to have trouble turning it on or off with just one hand.

=== Summary ===

For not a lot of money, these things work great. And for textbooks, two of them are more light than you will ever need-in fact I wish there was a dimmer function. While they are not the most robust things in the world, they are holding up fairly well, especially considering the cost.",Sometimes The Obvious Is Just Too Simple,1372291200,
5.0,,True,"06 9, 2013",A14SRRW3UQIRS1,1935009338,,Patricia B. Smith,This Mighty Bright Travel Flex Book Light in Purple is great and works well for reading books.  Perfect for traveling and takes up a very small space.,Mighty Bright Travel Flex Book Light in Purple,1370736000,
4.0,,True,"01 11, 2013",A2H3PJ2JEXTG3Z,1935009338,,Pamela Talley,It works fine for us. We needed a small travel light for traveling in parts of Mexico that don't have power 24 hours. We have a Goal Zero solar charger and rechargeable batteries so we are good to go.,"Compact, bright, good for travel",1357862400,
2.0,2,True,"12 3, 2012",A3MDSWKK2DXRK7,1935009338,,Almeeker,"I wanted to love this, the color is awesome, but it doesn't snap tight on the book.  Which might have been workable, but then I turned it on and my husband went, ""argh, what's with the spotlight?"".",Meh....,1354492800,
5.0,,False,"07 12, 2012",A2ZY49IDE6TY5I,1935009338,,R PRIUS,"I bought this in reaction to my lighted Kindle cover. After 6 months, the cover started acting up. Sometimes it would illuminate and sometimes not. This light is far more dependable. It provides good illumination, is compact, and runs on 1 AAA battery. While the battery lasts for about 24 hours, I purchased rechargeable batteries which are more cost effective and work extremely well.
I liked this so much that I bought an identical light in silver. I attached it to my wrought iron headboard and it works nicely when I want to read a book at night.
Given that the light itself will last for approx. 100,000 hours, this is a pleasantly portable light that is inexpensive to use and does not require any special tools to install and will fit anywhere.",Versatile,1342051200,
4.0,,True,"06 12, 2012",A1ICZDPEJNUG49,1935009338,,D. Rivera,"I like to read while in bed without a bright lamp on. This light is perfect. I don't have to get out of bed to switch off a lamp when I'm done reading. I use it with books,as well as my e-reader. Just what I was looking for.",Nice bright book light,1339459200,
5.0,2,True,"05 8, 2012",A1YF8Q3EAI2X4M,1935009338,,pbdunbrack,I just received my light in the mail today. I am very happy with it. the light gives off the right amount of light without causing glare. I use it on my Kindle.,a very good light,1336435200,
4.0,15,True,"11 4, 2013",A1PJ21JFEING7D,1935009184,,Johnny Spangle,"Compact and light, the bulb is bright enough for this to be a travel must. However, the included batteries were flat, so order CR2032 batteries at the same time.",Bright choice,1383523200,
4.0,51,True,"09 29, 2013",A1WWV368D985G5,1935009184,,Jaded Regrets,"I honestly love this thing, before I bought this, I had the mighty bright travelers light, which was pretty good, I had that for about three years, and it sorta died on me when I dropped it in a largish puddle. So I bought this little guy, and wow is he bright, like 4x brighter then my old one.

With the way it's designed it's very comfortable to use with both normal books and an e reader with a case. I actually used this mostly with my kindle and stuck the clip in the area between the case and kindle, and lit the whole screen just perfectly. Also works great with books, magazines, in the car, at the movies, basically also as a general flashlight.

If I could change one thing about this it would be the METAL clip. Which if your not careful can scratch anything your using, I've scratched my kindle, and majority of the books I've used with it. I order to fix this problem I wrapped the clip with electrical tape, and problem solved. If it wasn't for that little problem I'd give it 5 stars. Maybe they could change the clip to either plastic or put a rubberized covering on it. I was actually thinking about giving it a couple of coats of paint to see if that would work.",Just wish they used a different clip,1380412800,
4.0,,True,"08 24, 2013",A337NTGIG1VMB5,1935009184,,tvphotog,"My only question is how long the battery will last. We're used it about 6 hours now, we'll see if it lasts longer.",Light and bright,1377302400,
5.0,,True,"08 23, 2016",AU25K3MPMXHIT,1935009184,,NogV,This light packs a lot of power for being so small!,very bright!,1471910400,
5.0,,True,"06 30, 2016",A2V4D6LGWKIB3Q,1935009184,,Ariel Paisley,"Nice, small booklight.",Five Stars,1467244800,
5.0,,True,"06 28, 2016",A351YEOZLLR34M,1935009184,,England,"This particular design is working out perfectly. It's bright, but because the light source is located on a surface a bit larger than the bulb, it doesn't bleed glare over and in to my eyes.
The fold-up clip has been most functional for me as a stand so that I can set it standing on it's side, directed toward my Kindle while lying on my side to read.
It's small, light-weight and compact, so it's great for travel too.
I looked at a lot of other designs, and tried a few. This one is by far the best design for my needs.
I was hoping for something not quite so bright because I don't like the idea of diminishing my melatonin production right before I go to sleep. But since I can use it free-standing on my mattress, I can place it far enough away from my Kindle that it isn't overly bright.",Best Design I've Seen,1467072000,
5.0,,True,"05 21, 2016",A11G20WUZJK74C,1935009184,,Darren Mikesell,really nice book light ! I love how it clips on or stands up.,Five Stars,1463788800,
5.0,,False,"02 28, 2016",A3UIR817ISGRDG,1935009184,,MC,"Great gift for Father's Day! I bought this for my dad, and he uses it almost daily. He loves it! Best gift ever for the person who can buy himself anything/ Best Father's Day gift.",Great gift for Father's Day,1456617600,
2.0,,True,"12 21, 2015",AEJKXHMTAP3ES,1935009184,,Carolyn Banks,I like the amount of light this gives but it seems to slip off my book quite frequently so it's a bit annoying and I can't quite get it into a good position to light both pages. Would try something else next time.,Ok book light.,1450656000,
4.0,,True,"11 2, 2015",A16VHGJLYDG90G,1935009184,,JohnRGT,"Wonderful,  Great value.",Four Stars,1446422400,
5.0,,True,"10 28, 2015",A3RF19KXXX703T,1935009184,,RBR,This item took a long time to get  but is light weight and bright.,Five Stars,1445990400,
5.0,,True,"10 5, 2015",A29KMTN45OXASA,1935009184,,Holly S.,"Perfect, got it for my husband so he could shut off the bed lamp! Very bright & lightweight he loves it","Perfect, got it for my husband so he could ...",1444003200,
4.0,,True,"10 5, 2015",A2PQWCSZQJLCD3,1935009184,,NerevarJacob,"Lightweight and very compact.  It's excellent for reading at night.  I do wish it had 2 brightness settings though, because it is VERY bright.

Definitely worth the price.",It's excellent for reading at night,1444003200,
5.0,,True,"08 11, 2015",A2SFN1ZTPFDQVU,1935009184,,Kodachrome man,"Very light weight so good for paperbacks and a nice even light compared to the glaring spotlight on the StoryLED I also tried.  Has good adjustability for position of the light, just wish it had an adjustable output as a little bright for me but gets the job done.",Great light for paperbacks,1439251200,
5.0,,True,"08 7, 2015",A2O75ZC43V2ZST,1935009184,,Teresafahey,Very bright light.,Perfect for me!,1438905600,
4.0,,True,"07 30, 2015",A3NSWRTARGKEPW,1935009184,,Nico M,"Awesome little book light with a powerful LED.This thing is so bright I use it as a flashlight too. The adjustable head allows you to use this little guy on books large and small. The metal clip will scratch up the cover of some books if you're worried about that. I prefer strength and quality over a few scratches on a paperback. The only issue is the power switch is small and not held in place very well. It has fallen off a couple of times. It easily pops back into place and the light is still useable without the button, but sooner or later the button is going to go missing and I'll be left turning the thing on and off with a dime.","Great little light, great little price",1438214400,
4.0,,True,"07 8, 2015",AV9EVGDUS4UKC,1935009184,,Erick M Breneman,Wish there were more mounting options. Would be nice if could grab over the back of a hardcover book. The metal clip doesn't expand enough. Would also be nice to clip onto an old kindle (non-paperwhite/self-lighted version). Definitely thin and gives off a wide field of light.,Want better mounting,1436313600,
4.0,,True,"11 1, 2014",A1KABXWY7T7CFY,1935009184,,JTS,Nice little light.  Very bright.,Four Stars,1414800000,
5.0,25,True,"01 19, 2012",A269O3S23BAXX9,1935009044,{'Format:': ' Misc.'},M. H.,"I'd give this little light seven stars if I could.  I suppose it's because I haven't bought a book light since LED tech really came into its own, but these provide great light and despite using 3 AAA batteries are light enough to clip to a paperback and still hold the book comfortably (even lying down, holding the book in the air).  The clip stays secure, the flexible neck provides a lot of versatility and the price cannot be beat.  I bought one for my wife as well and she loves hers, too.  I threw out two old book lights that I paid twice as much for a couple of years back.",Booklight? Look No Farther,1326931200,
5.0,36,True,"12 23, 2011",A36TESIFKLU2LW,1935009044,{'Format:': ' Misc.'},Amazon Customer,Does the job and has more than adequate light to read.  the flexible neck stays in the position you set it and stays there even after you set it down. the quality is great.,reading light,1324598400,
3.0,5,True,"08 7, 2017",A3HV837YMLXJNV,1935009044,{'Format:': ' Misc.'},SKinnell,"I've been a fan of Mighty Bright book lights for years, but this one is not really a book light. It seems to have been designed to light music on music stands, for which it is probably excellent. As a book light, it's pretty bottom heavy and doesn't clip comfortably to your book. However the light is quite bright and falls evenly and broadly on its subject.","It's a light for music, not books.",1502064000,
5.0,,True,"07 22, 2017",AG392J5LSCMZB,1935009044,{'Format:': ' Misc.'},daisy,"This is my 3rd one. So bright and durable. Adjustable neck makes it really easy to position the light right where I need it. It's a really bright white light, so if you're looking for something subtle that won't disturb your partner in bed, this might not be the one.",Adjustable neck makes it really easy to position the light right where I need it,1500681600,
5.0,,True,"06 22, 2017",A38AB31RDVNO5X,1935009044,{'Format:': ' Misc.'},John M Wasilnak,Great bright flex light.,Five Stars,1498089600,
5.0,4,True,"06 20, 2017",A2Z49T8BFYCQZA,1935009044,{'Format:': ' Misc.'},Rachel Atkinson,"Nothing beats these lights for dark situations at work.  The switch design has been improved.  From press button to slide.  Now it doesn't turn itself on in my bag.  I used to take one battery out to avoid draining them.  Good improvement.  These lights are very bright with both bulbs lit, but I can start with just one bulb and go up to 2 as the batteries start to fade.","Bright, convenient",1497916800,
4.0,,True,"04 28, 2017",A2VI4EUXKUSMNL,1935009044,{'Format:': ' Misc.'},Trimi82,Cheap and bright.  Good enough.,Good enough.,1493337600,
5.0,,False,"02 5, 2017",AMY9ECDUMEXCX,1935009044,{'Format:': ' Misc.'},AJMPHX,"I love this little lite, I clipped it over my computer to shine down on my key board that way I don't turn on the bedroom light and wake my husband. it is wonderful. It really does light up enough for me to see the keys clearly. It was free, although I have no idea why, but nevertheless its works and I am happy. Also it adjust so very very easy.",I love this little lite,1486252800,
4.0,2,True,"02 4, 2017",A30D07KPFMQ560,1935009044,{'Format:': ' Misc.'},CK,"This thing is pretty bright -- almost in a bad way. I have a history of sleeping for a few hours and then waking (and staying awake) in the middle of the night. I wanted to read on my non-backlit Kindle so as to try to calm my mind, but this light is so bright that it wakes my husband up...which defeats the purpose. On the other hand, it certainly provides enough light to read so that my eyes aren't strained!",Very bright,1486166400,
5.0,,True,"01 30, 2017",A1WZJU6YQFMOID,1935009044,{'Format:': ' Misc.'},Kent Walker,"This is a great book light for several reasons. First, it's a bit smaller and lighter than other lights I've owned, much better for paperbacks. More importantly, though, is the light it gives off. It seems so much brighter than other book lights with more bulbs, and it seems to cast light in a wider area, allowing me to cover both pages at the same time. PLUS, I love that it is not rechargeable. I have another, much more expensive book light that I just threw away because I can't find the stupid charger. Honestly, does every piece of electronic equipment have to have its own, proprietary charger?? Thank god for good old-fashioned batteries that I can replace - and I'm sure they rarely need replacing.",Best Book Light I've Ever Owned,1485734400,
5.0,,True,"01 8, 2017",A1GA6VKP9EHZCE,1935009044,{'Format:': ' Misc.'},BTN,All work as expected! Thanks,Great,1483833600,
